track_id,chords
40492,"N 0.4s, E:maj 4.0s, D:maj 4.7s, A:maj/5 3.3s, D:maj 4.6s, E:maj 3.3s, D:maj 4.5s, E:maj 3.5s, D:maj 4.2s, A:maj 27.5s"
40495,"N 4.7s, C:maj 2.5s, D:min 2.1s, E:min7 2.4s, D:min 2.0s, C:maj 2.3s, D:min 2.3s, C:maj/3 2.3s, D:min 2.1s, C:maj 2.4s, D:min 2.2s, C:maj7 2.2s, D:min 2.2s, F:maj7 2.4s, G:7 2.2s, F:maj7 2.3s, G:maj 2.3s, F:maj7 2.3s, G:maj 2.2s, F:maj7 2.2s, G:maj 2.3s, C:maj 2.3s, D:min7 2.3s, E:min7 2.2s, F:maj 2.3s, C:maj 1.1s"
40496,"N 4.7s, C#:min 4.3s, B:maj 4.4s, A:maj 4.4s, Ab:maj 4.3s, C#:min 4.4s, B:maj 4.4s, A:maj 4.4s, Ab:maj 4.3s, C#:min 4.4s, B:maj 4.3s, A:maj 4.4s, Ab:maj 4.3s, C#:min 3.0s"
40497,"N 19.6s, B:min 23.1s, G:maj7 5.4s, D:maj 11.9s"
40553,"N 11.9s, C:maj 5.1s, F:maj 5.1s, Bb:maj 3.6s, N 17.3s, C:maj 4.7s, N 2.9s, F:maj 5.2s, C:maj 1.4s, N 2.9s"
40556,"N 10.2s, D:maj 2.0s, D:min 1.4s, E:maj 1.5s, F#:min 1.1s, E:maj 3.7s, A:maj 5.5s, E:7 1.5s, A:maj 1.7s, E:7 1.6s, A:maj 1.8s, E:7 1.7s, A:maj 3.6s, F#:min 1.5s, A:maj/5 1.5s, C#:maj 1.8s, F#:min 1.9s, E:maj/5 1.6s, B:7 2.6s, E:7 2.5s, E:maj 2.5s, A:maj 2.0s, E:7 1.5s, A:maj 1.7s, E:maj 1.6s"
40557,"N 1.6s, G:maj 5.8s, E:maj 0.9s, A:maj 0.7s, D:maj 0.7s, G:maj 11.8s, E:min 1.8s, N 1.4s, D:maj 2.3s, G:maj 1.8s, E:min 1.7s, N 2.1s, B:min 1.8s, Ab:hdim7 2.2s, D:maj/5 2.5s, A:maj 2.7s, D:maj 2.1s, N 2.5s, C:maj 2.0s, F:maj 1.7s, C:maj 2.8s, A:min 2.1s, E:maj 0.8s, N 0.5s, F:maj 2.4s, C:maj 1.1s"
40569,"N 1.3s, F:maj 9.0s, Bb:maj/5 2.0s, F:maj 5.6s, C:maj 2.0s, F:maj 9.3s, Bb:maj/5 1.8s, F:maj 3.8s, A:min 1.9s, E:maj 2.0s, A:min 4.2s, C:7 3.3s, F:maj 3.8s, C:7 3.1s, F:maj 4.2s, D:min 2.5s"
40618,"N 0.4s, F:maj 2.2s, F:min 38.8s, F:maj 18.5s"
40619,"N 5.8s, C:min 26.6s, D:maj 5.0s, G:maj 2.2s, D:maj 1.0s, Ab:maj 0.5s, G:maj 0.6s, D:maj 2.5s, Ab:maj 0.4s, G:maj 2.1s, C:min 7.1s, C:maj 6.2s"
40621,"N 2.7s, C:7 30.4s, Eb:maj 1.0s, D:maj 1.4s, Eb:maj 1.6s, C:maj 2.8s, D:7 1.4s, Eb:7 1.2s, C:7 17.5s"
40623,"N 0.0s, C:maj 60.0s"
40707,"N 14.1s, C:maj 16.5s, F:maj 1.3s, G:maj 1.0s, C:maj 1.8s, F:maj 1.8s, G:maj 1.0s, C:maj 1.8s, F:maj 1.4s, G:maj 1.4s, C:maj 2.0s, F:maj 1.3s, F:maj/2 1.5s, C:maj 2.5s, F:maj 1.1s, G:maj 1.0s, C:maj 1.8s, F:maj 1.9s, C:maj/5 1.0s, C:maj 1.8s, F:maj 1.7s"
40708,"N 0.0s, F#:maj 3.9s, D:maj 3.6s, F#:min 3.7s, D:maj 3.5s, F#:min 3.6s, D:maj 1.9s, C#:maj 1.9s, F#:min 3.6s, D:maj 1.9s, C#:maj 1.8s, F#:min 3.7s, D:maj 1.9s, C#:min 1.6s, F#:min 3.7s, D:maj 1.9s, C#:maj 1.7s, E:maj 3.8s, F#:min 3.6s, E:maj 3.6s, F#:min 3.7s, E:maj 1.6s"
40709,"N 0.0s, E:maj 4.7s, G:maj 0.6s, C:maj 3.0s, D:maj 0.6s, E:maj 4.5s, G:maj 0.7s, C:maj 3.0s, D:maj 0.6s, E:maj 4.5s, G:maj 0.7s, C:maj 3.0s, D:maj 0.5s, E:min 1.4s, B:min 0.8s, C:maj 1.1s, G:maj 1.0s, E:min 1.5s, B:min 0.8s, C:maj 1.1s, G:maj 0.5s, F#:maj 0.5s, E:min 1.4s, B:min 0.8s, C:maj 1.2s, G:maj 1.0s, E:min 1.5s, B:min 0.7s, C:maj 1.2s, G:maj 1.1s, E:min 1.4s, N 7.2s, E:min 1.9s, G:maj 0.3s, C:maj 1.8s, G:maj 0.5s, E:min 1.6s, G:maj 0.5s, C:maj 0.8s"
40710,"N 0.0s, D:min 9.9s, F:maj 5.0s, D:min 9.8s, F:maj 5.0s, D:min 4.0s, F:maj 0.9s, D:min 2.5s, F:maj 2.4s, D:min 7.5s, F:maj 2.5s, D:min 1.1s, C:maj 0.9s, D:min 8.5s"
40711,"N 0.0s, D:maj 2.9s, C:maj 2.9s, D:min 2.8s, C:maj 2.7s, D:min 2.8s, C:maj 2.9s, D:min 2.8s, C:maj 2.9s, D:min 11.3s, Bb:maj 1.2s, G:min 1.7s, Eb:maj 1.3s, F:maj 1.7s, Bb:maj 1.1s, G:min 1.4s, Eb:maj 2.1s, Bb:maj 0.7s, Eb:maj 2.5s, F:maj 2.3s, Bb:maj 0.7s, Eb:maj 2.6s, F:maj 3.0s, Eb:maj 2.6s, F:maj 1.1s"
40714,"N 0.7s, D:maj 4.6s, G:maj 3.6s, D:maj 1.9s, G:maj 0.9s, D:maj 1.7s, G:maj 0.9s, D:maj 1.8s, G:maj 0.7s, A:maj 1.1s, D:maj 1.2s, G:maj 2.0s, A:sus4 2.0s, E:min 2.1s, E:min/2 1.2s, G:maj 2.7s, A:sus4 1.9s, E:min 2.0s, D:maj/3 1.5s, G:maj 2.4s, A:sus4 2.2s, E:min 1.8s, D:maj/3 2.0s, G:maj 2.1s, A:sus4 2.1s, E:min7 1.8s, F#:min7 1.1s, G:maj 3.2s, A:sus4 1.6s, E:min7 1.7s, A:7 1.4s, G:maj 2.0s"
40716,"N 0.5s, A:min 0.8s, D:maj 4.4s, G:maj 4.1s, C:maj/5 6.2s, G:maj 35.2s, A:sus4(b7) 1.3s, C:maj 1.4s, D:maj 1.4s, C:maj7 1.4s, A:7 1.3s, G:maj 2.1s"
40719,"N 2.4s, A:min 2.0s, C:maj 0.6s, D:min 1.4s, C:maj 1.9s, A:min 1.0s, E:maj/3 0.8s, F:maj7 1.1s, E:maj 3.0s, A:min 1.8s, C:maj 0.5s, D:min 2.4s, G:maj/3 0.5s, A:min 1.4s, Ab:hdim7 0.8s, F:maj 1.1s, E:maj 2.8s, A:min 2.0s, C:maj 0.7s, D:min 1.2s, C:maj 1.9s, A:min 1.0s, E:maj/3 0.9s, F:maj7 1.0s, E:min7 2.9s, A:min7 2.0s, C:maj 0.6s, D:min 1.3s, C:maj 1.9s, A:min7 1.0s, Ab:maj 0.8s, F:maj 1.0s, E:7 2.9s, B:min7 1.5s, C:maj7 2.3s, B:min7 1.5s, A:min7 2.3s, G:maj/3 1.4s, C:maj7 2.3s, B:min7 0.3s"
40764,"N 6.6s, Eb:maj 5.3s, Bb:maj 2.6s, Ab:maj7 6.0s, Ab:maj 2.1s, Eb:maj 7.8s, Ab:maj7 6.1s, G:maj 1.0s, Ab:maj 0.7s, Eb:maj 2.0s, G:7 2.0s, C:7 4.0s, F:min7 2.0s, C:7 1.9s, F:min7 2.0s, C:7 2.6s, F:7 3.8s, F:min7 1.5s"
40769,"N 54.8s, Bb:maj 2.0s, N 1.6s, Bb:maj 1.7s"
40771,"N 1.0s, F:min 1.4s, Bb:min 5.8s, C:min 1.4s, F:min 31.3s, F:maj 3.3s, N 1.2s, C:maj 1.1s, F:maj 11.8s, Bb:maj 1.3s, C:maj 0.3s"
40773,"N 16.9s, G:min/b7 2.3s, F:maj 5.5s, G:min 2.3s, F:maj 1.8s, G:min 1.9s, F:maj 2.1s, G:min 2.1s, F:maj 2.1s, G:min 2.0s, F:maj 2.1s, G:min 2.1s, F:maj 2.0s, G:min7 2.0s, F:maj 2.0s, G:min 2.1s, F:maj 2.0s, G:min 2.0s, F:maj 2.1s, G:min 2.0s, F:maj 0.7s"
40777,"N 0.5s, F:min 5.9s, F:min7 53.6s"
40814,"N 0.3s, D:maj 3.3s, A:maj 4.3s, F#:min 6.1s, D:maj 2.7s, A:maj 3.9s, F#:min 9.7s, A:maj 3.4s, F#:min 26.4s"
40841,"N 0.0s, Eb:min 51.4s, Eb:maj 3.8s, N 4.8s"
40842,"N 11.1s, G:maj 3.0s, Bb:maj 2.6s, D:min 3.2s, F:maj 2.4s, G:maj 2.9s, Bb:maj 2.5s, D:min 3.2s, F:maj 2.5s, G:maj 3.5s, Bb:maj 1.9s, Eb:maj 1.7s, D:maj 1.9s, F:maj 2.0s, G:maj 3.0s, Bb:maj 2.5s, Eb:maj 1.3s, D:maj 2.2s, F#:maj 2.0s, G:maj 1.5s, Bb:maj 1.5s, D:maj 1.8s"
40843,"N 0.6s, C#:min 15.0s, F#:min 2.9s, C#:min 6.3s, A:maj 3.0s, F#:maj 3.1s, C#:min 6.2s, A:maj 3.0s, F#:min 3.0s, C#:min 6.2s, A:maj 3.1s, F#:min 3.0s, C#:maj 4.6s"
40848,"N 0.2s, C:maj 7.9s, F:maj 6.9s, D:min 6.6s, C:maj 11.0s, F:maj 5.5s, D:min 6.1s, G:maj/5 5.0s, C:maj 5.1s, F:maj7 4.9s, E:min 0.7s"
40849,"N 4.0s, F:maj/5 1.6s, F:maj 1.6s, D:min 2.8s, F:maj/5 3.2s, F:maj 3.2s, D:min 1.7s, N 19.5s, C:maj 2.6s, F:maj 1.8s, D:min 1.9s, F:maj/5 4.0s, F:maj 3.2s, D:min 3.0s, C:maj 2.9s, F:maj 3.0s"
40951,"N 1.7s, A:maj 1.8s, E:maj 1.7s, A:maj 5.4s, E:maj 1.7s, A:maj 4.5s, C#:min 0.8s, F#:min 0.8s, E:maj 1.0s, D:maj 0.9s, F:maj 0.7s, A:maj 2.8s, C#:min 0.8s, F#:min 0.8s, E:maj 0.9s, D:maj 0.9s, F:maj 0.8s, A:maj 0.9s, D:maj 0.9s, E:maj 0.9s, A:maj 4.5s, G:maj 2.3s, B:min 1.3s, E:maj 1.7s, A:maj 1.0s, G:maj 0.8s, F#:min 1.0s, A:maj 0.8s, B:min 1.8s, E:maj 1.7s, A:maj 1.7s, E:maj 1.7s, A:maj 1.8s, E:maj 1.5s, A:maj 1.1s, C#:min 0.8s, F#:min 0.8s, E:maj 0.9s, D:maj 0.8s, F:maj 0.8s, A:maj 0.3s"
40963,"N 55.4s, G:maj 3.6s, A:maj 1.0s"
40984,"N 0.5s, A:maj 1.5s, C:maj 1.4s, D:maj 1.6s, A:maj 1.4s, C:maj 1.0s, D:maj 2.0s, A:maj 1.4s, C:maj 1.0s, D:maj 2.0s, A:maj 1.5s, C:maj 0.9s, D:maj 2.0s, A:maj 1.4s, C:maj 1.3s, D:maj 1.7s, A:min 1.4s, C:maj 1.4s, D:maj 1.5s, A:maj 1.3s, C:maj 1.4s, D:maj 1.6s, A:maj 1.4s, C:maj 1.1s, D:maj 1.9s, A:maj 1.4s, C:maj 1.4s, D:maj 1.5s, A:maj 1.5s, C:maj 1.0s, D:maj 1.9s, A:maj 1.4s, C:maj 1.0s, D:maj 2.0s, A:min 1.5s, C:maj 1.4s, D:maj 1.5s, A:min 2.1s, C:maj 0.8s, D:maj 1.4s, A:min 1.5s, C:maj 1.3s"
40985,"N 22.0s, Bb:maj 2.8s, C:min 1.9s, Eb:maj 3.6s, Bb:maj 1.8s, C:min 1.8s, Eb:maj 3.9s, Bb:maj 1.8s, C:min 1.8s, Eb:maj 3.8s, Bb:maj 1.9s, C:min 1.8s, Eb:maj 6.2s, Bb:maj/3 3.7s, Bb:maj 1.1s"
40989,"N 0.4s, C#:maj 9.7s, B:maj 3.3s, F#:maj 3.2s, C#:maj 6.3s, B:maj 3.8s, F#:maj 2.6s, C#:maj 2.7s, C#:min 2.1s, A:maj 1.6s, B:maj 1.6s, Ab:maj 1.6s, C#:min 1.6s, A:maj 1.6s, B:maj 1.6s, Ab:maj 4.7s, C#:min 4.8s, B:maj 3.2s, Ab:min 3.2s, C#:min 0.3s"
41010,"N 0.8s, Ab:min 6.9s, F#:maj 3.4s, Ab:min 10.5s, F#:maj 3.2s, Ab:min 10.5s, F#:maj 3.2s, Ab:min 4.2s, N 7.1s, Eb:maj 5.9s, Ab:maj 4.3s"
41095,"N 2.1s, E:maj 44.1s, E:7 13.8s"
41101,"N 25.1s, D:min 15.2s, D:min7 19.7s"
41104,"N 7.7s, G:min 52.3s"
41122,"N 0.0s, E:min7 5.9s, A:7 2.9s, A:sus4 5.1s, D:maj/5 7.4s, A:min7 2.3s, E:min7 3.3s, A:sus4 8.8s, A:min7 6.1s, A:sus4(b7) 6.1s, A:maj 1.9s, A:sus4 4.0s, A:min 6.1s"
41124,"N 8.1s, F:min 35.8s, Eb:maj 4.2s, F:min7 8.6s, Eb:maj/5 3.2s"
41125,"N 26.6s, F#:maj 2.8s, N 2.5s, F#:maj 2.8s, Eb:min 2.6s, C#:maj 5.3s, F#:maj 2.9s, Eb:min 2.6s, C#:maj 5.4s, F#:maj 2.6s, Eb:min 2.3s, C#:maj 1.8s"
41191,"N 0.1s, Bb:min 7.9s, F#:maj 4.3s, Bb:min 2.3s, Ab:maj/3 2.1s, Bb:min 5.8s, Ab:maj 2.3s, F#:maj 4.5s, F:min 3.3s, Eb:maj 2.0s, C:min 2.4s, Bb:min 5.9s, Eb:maj/5 2.6s, Bb:min 5.0s, F:min 5.5s, Eb:maj 2.3s, C:min 1.6s"
41192,"N 5.5s, C#:maj 2.0s, B:min 1.1s, C#:maj 3.4s, D:maj 3.7s, C#:maj 3.4s, B:min 7.0s, G:maj 3.3s, B:min 4.9s, G:maj 2.3s, F#:maj 2.4s, E:maj 2.3s, F#:maj 4.6s, B:min 2.3s, G:maj 2.3s, F#:maj 2.4s, E:maj 2.3s, F#:maj 4.7s"
41284,"N 1.9s, F#:maj 1.5s, B:maj 1.5s, F#:maj 1.5s, B:maj 1.5s, Bb:min 1.5s, Eb:min 0.8s, D:maj 0.7s, F#:maj 1.5s, B:maj 1.6s, F#:maj 1.5s, B:min 1.5s, Bb:min 1.5s, Eb:min 0.8s, D:maj 0.8s, F#:maj 3.0s, B:maj 1.5s, B:min 1.5s, F#:maj 0.8s, F:maj 0.7s, E:maj 3.0s, Eb:min 1.4s, C#:maj 1.4s, F#:maj 1.5s, B:min 1.5s, F#:maj 1.5s, B:maj 1.5s, Bb:min 1.4s, Eb:min 0.8s, D:maj 0.8s, F#:maj 1.5s, B:min 1.5s, F#:maj 1.4s, B:min 1.5s, Bb:min 1.5s, Eb:min 0.8s, D:maj 0.8s, F#:maj 3.0s, B:maj 1.5s, B:min 1.5s, F#:maj 0.7s, F:maj 0.7s, E:maj 1.3s"
41299,"N 2.5s, G:maj 15.0s, F:maj 3.0s, G:maj 0.3s, C:maj 1.8s, Bb:maj 1.8s, A:min 2.8s, G:maj/2 0.9s, C:maj 2.6s, G:maj 1.1s, F:maj 3.2s, G:maj 0.4s, C:maj 1.8s, Bb:maj 1.7s, A:min 3.6s, C:maj 2.0s, G:maj 5.3s, C:maj 1.8s, Bb:maj 0.9s, D:min 0.8s, G:maj 3.7s, Bb:maj 1.8s, A:min 1.3s"
41302,"N 2.4s, F#:maj 3.3s, B:maj 3.2s, D:maj 3.3s, A:maj 0.7s, F#:min 4.3s, B:min 2.2s, A:maj 0.6s, F#:min 4.2s, B:min 2.1s, A:maj 0.6s, F#:min 4.2s, B:min 2.1s, A:maj 0.8s, C#:maj 2.7s, A:maj 0.6s, C#:maj 2.8s, A:maj 0.6s, C#:maj 2.9s, F#:maj 2.9s, B:maj 0.7s, A:maj 0.7s, C#:maj 2.8s, A:maj 0.6s, C#:maj 2.8s, A:maj 0.6s, C#:maj 2.8s, F#:maj 2.4s"
41486,"N 2.3s, E:maj 4.6s, B:sus4 1.9s, A:maj 2.8s, E:maj 6.6s, A:maj 1.1s, E:maj 1.3s, A:maj 0.7s, E:maj 8.1s, A:maj 5.0s, E:maj 1.3s, A:maj 1.2s, B:maj 1.3s, A:maj 1.2s, E:maj 1.3s, A:maj 0.9s, B:maj 2.8s, C#:min 1.2s, A:maj 3.8s, E:maj 8.8s, A:maj 1.2s, E:maj 0.7s"
41487,"N 0.5s, D:maj 3.8s, A:maj 3.7s, B:min 3.8s, G:maj 3.7s, D:maj 3.8s, A:maj 3.8s, B:min 3.9s, G:maj 3.7s, A:maj/3 1.9s, D:maj 2.0s, G:maj 3.7s, A:maj/3 1.9s, D:maj 2.0s, G:maj 3.7s, D:maj 3.8s, A:maj 2.0s, D:maj/5 1.8s, B:min 3.9s, G:maj 2.9s"
41489,"N 0.0s, Eb:maj 2.6s, Ab:maj 2.5s, Eb:maj 2.5s, Ab:maj 2.5s, Eb:maj 2.6s, Ab:maj 2.5s, Eb:maj 2.6s, Ab:maj 2.5s, Eb:maj 2.5s, Ab:maj 2.5s, Eb:maj 2.6s, Ab:maj 2.5s, D:min 2.5s, D:min/b7 2.5s, D:min 2.5s, D:min/b7 2.5s, D:min 2.5s, D:min/b7 2.5s, D:min 2.6s, C:maj 2.4s, F:maj 1.0s, Bb:maj 1.6s, F:maj/3 1.0s, C:maj 1.5s, F:maj 1.0s, Bb:maj 1.5s, F:maj/3 1.0s, C:maj 1.3s"
41515,"N 6.9s, Eb:min 2.0s, B:maj/3 1.9s, Eb:min 6.9s, E:maj 19.3s, F#:maj/b7 4.2s, F#:maj 2.2s, Eb:min/b3 2.3s, Eb:min 14.3s"
41516,"N 0.0s, B:min 4.0s, G:maj 5.6s, B:min 0.7s, D:7 7.2s, E:min7 2.1s, D:maj 1.4s, G:maj 12.2s, D:maj 6.3s, G:maj 9.1s, C:maj 4.3s, G:maj 7.0s"
41517,"N 2.3s, Eb:min 5.0s, E:maj 4.8s, Eb:min/b3 4.8s, C#:min/5 4.6s, Eb:min 5.1s, E:maj 4.6s, Eb:min 4.8s, E:maj 6.1s, A:min 2.3s, A:maj 1.6s, C#:min/5 4.5s, A:min 4.9s, D:maj/5 4.5s"
41519,"N 22.9s, C:min 0.9s, D:min 0.7s, Eb:maj 3.6s, Bb:maj 1.3s, F:min/5 2.2s, C:min 3.4s, Eb:maj 3.0s, Ab:maj/3 2.2s, C:min 0.8s, Bb:maj/5 1.2s, F:min 1.8s, C:min 3.2s, F:maj 2.8s, Eb:maj 2.8s, G:min 3.6s, C:maj/5 3.5s"
41520,"N 2.0s, D:maj 6.6s, D:sus4 5.3s, D:maj 16.8s, E:min 1.8s, C:maj/3 1.5s, C:maj/5 3.1s, C:maj 7.0s, E:min 4.1s, B:maj 2.9s, E:min 8.5s, A:maj 0.6s"
41550,"N 0.9s, F:maj 1.1s, Bb:maj/5 3.5s, F:maj 5.0s, Bb:maj/5 4.9s, D:min/b3 4.9s, Bb:maj/5 5.2s, D:min/b3 4.6s, G:min 2.4s, Eb:maj 2.4s, F:maj 8.5s, G:min 5.2s, Eb:maj/3 3.7s, Eb:maj 5.9s, Bb:maj 1.5s"
41554,"N 4.4s, D:min 4.5s, D:min9 5.5s, D:min 10.2s, D:min7 4.8s, D:min 7.0s, Bb:maj7 2.0s, G:min 2.0s, D:min 3.9s, Bb:maj 2.1s, G:min 0.8s, A:min 1.2s, D:min 2.0s, A:min 2.0s, F:maj 2.0s, G:min 2.0s, Bb:maj 2.0s, C:maj 1.8s"
41569,"N 0.0s, B:min 4.0s, G:maj 5.6s, B:min 0.7s, D:7 7.2s, E:min7 2.1s, D:maj 1.4s, G:maj 12.2s, D:maj 6.3s, G:maj 9.1s, C:maj 4.3s, G:maj 7.0s"
41598,"N 0.0s, F:maj7 5.0s, G:7 4.9s, F:maj7 4.9s, G:7 5.0s, F:maj7 5.1s, G:7 4.9s, F:maj7 5.0s, G:7 5.0s, A:min7 4.7s, G:7 4.8s, F:maj7 4.8s, G:7 5.2s, A:min7 0.7s"
41599,"N 0.0s, D:min 6.4s, Bb:maj 8.8s, D:min 3.2s, Bb:maj 5.8s, G:min 7.0s, G:min7 3.8s, C:maj/5 4.2s, F:7 1.5s, D:min 3.5s, D:min7 4.4s, G:min7 10.4s, F:maj 1.1s"
41600,"N 0.3s, D:min 17.1s, F:maj7 3.4s, G:sus4(b7) 6.9s, D:min 13.7s, G:maj 7.0s, F:maj 6.7s, D:min 4.9s"
41601,"N 0.0s, D:min 7.6s, E:min7 7.4s, F:maj 6.9s, G:maj 6.6s, A:min 6.9s, B:dim 6.0s, C:maj 6.3s, D:min 6.5s, E:min7 5.8s"
41602,"N 0.0s, C:maj 5.4s, D:min 4.6s, C:maj 5.2s, D:min 4.9s, E:min7 2.1s, F:maj 2.5s, E:min 2.5s, D:min7 2.6s, C:maj 5.2s, D:min 4.9s, C:maj 4.9s, D:min 4.6s, E:min7 4.8s, D:min7 4.8s, E:min7 0.9s"
41758,"N 0.5s, G:7 6.2s, G:min9 2.2s, Bb:9 0.9s, G:9 6.1s, G:min7 20.1s, C:min 2.1s, B:hdim7 1.9s, C:min 1.9s, B:hdim7 1.9s, C:min 1.9s, B:hdim7 1.8s, C:min 1.9s, G:7 7.1s, C:min 3.4s"
41971,"N 4.5s, A:min 20.7s, C:maj 1.3s, D:maj 1.3s, A:min 4.0s, G:maj 1.3s, C:maj 1.3s, D:min 1.2s, A:min 1.5s, E:maj 1.3s, A:min 7.8s, C:maj 1.3s, D:maj 1.3s, A:min 4.1s, G:maj 0.9s, C:maj 1.7s, D:min 1.3s, A:min 1.3s, E:maj 1.3s, A:min 0.7s"
41974,"N 0.2s, E:min 42.0s, A:maj 1.0s, D:maj 2.2s, E:min 5.0s, A:maj 1.0s, D:maj 2.2s, E:min 4.6s, B:min 1.8s"
41975,"N 0.2s, F:maj 0.9s, N 6.7s, F:maj 1.8s, G:maj 2.0s, F:maj 1.4s, G:maj 6.1s, F:maj 1.6s, G:maj 2.1s, F:maj 1.9s, G:maj 1.9s, F:maj 1.7s, G:maj 1.4s, C:maj 4.4s, E:min 3.8s, C:maj 3.7s, E:min 3.8s, F:maj 3.7s, E:min 3.8s, F:maj 3.8s, G:maj 3.6s"
41976,"N 0.2s, E:maj 1.0s, D:maj 1.0s, A:maj 0.5s, E:maj 2.2s, D:maj 1.1s, E:maj 2.6s, D:maj 1.0s, A:maj 0.5s, E:maj 2.1s, D:maj 1.1s, E:maj 3.5s, A:maj 1.8s, E:maj 1.8s, A:maj 0.8s, D:maj 1.2s, E:maj 1.8s, A:maj 1.9s, E:maj 1.8s, A:maj 0.8s, D:maj 1.1s, E:maj 1.8s, A:maj 1.9s, E:maj 1.7s, A:maj 0.8s, D:maj 1.2s, E:maj 1.7s, A:maj 1.9s, E:maj 1.8s, A:maj 0.7s, D:maj 1.2s, B:maj 1.7s, A:maj 2.0s, B:maj 1.8s, A:maj 1.9s, B:maj 1.7s, A:maj 2.0s, E:maj 1.8s, A:maj 1.8s, E:maj 0.8s"
41980,"N 15.0s, A:min 4.6s, D:maj 6.5s, A:min 7.3s, D:min7 2.5s, G:min 1.8s, D:min 1.7s, G:min 1.8s, D:min7 1.8s, G:min 1.7s, D:min 2.0s, A:maj 1.5s, D:min 5.5s, A:min 6.2s"
41981,"N 5.4s, D:maj 0.7s, C:maj 1.2s, G:maj 0.7s, D:maj 0.6s, C:maj 1.3s, G:maj 0.7s, D:maj 0.6s, C:maj 0.9s, A:min 0.4s, G:maj 0.8s, D:maj 0.6s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 1.3s, G:maj 0.7s, D:maj 0.6s, C:maj 1.3s, G:maj 0.7s, D:maj 0.6s, C:maj 1.3s, G:maj 0.6s, D:maj 0.7s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 0.7s, A:min 0.6s, G:maj 0.7s, D:maj 0.7s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 0.8s, A:min 0.5s, G:maj 0.7s, D:maj 0.7s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 0.8s, A:min 0.6s, G:maj 0.7s, D:maj 0.7s, C:maj 0.8s, A:min 0.6s, G:maj 0.6s, D:maj 0.7s, C:maj 1.3s, G:maj 0.7s, D:maj 0.6s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 1.3s, G:maj 0.8s, D:maj 0.5s, C:maj 1.3s, G:maj 0.7s, D:maj 0.6s, C:maj 0.8s, A:min 0.6s, G:maj 0.7s, D:maj 0.6s, C:maj 1.3s, G:maj 0.7s, D:maj 0.7s, C:maj 0.7s, A:min 0.6s"
41982,"N 4.1s, E:maj 5.6s, E:min 2.1s, A:maj 4.1s, E:maj 5.6s, A:maj 6.0s, C#:min 1.6s, Ab:maj 1.5s, A:maj 1.3s, F#:maj 1.4s, Ab:min 1.2s, A:maj 1.5s, B:maj 2.9s, E:maj 0.8s, B:maj 0.7s, E:maj 2.3s, B:maj 1.9s, A:maj 6.0s, E:maj 5.6s, A:maj 3.6s"
41988,"N 4.0s, E:min 1.0s, C:maj 0.8s, G:maj/3 1.7s, E:min 1.0s, C:maj 0.9s, G:maj/3 1.7s, E:min 0.9s, C:maj 0.9s, G:maj/3 1.2s, D:maj 0.6s, E:min 0.9s, C:maj 0.9s, G:maj/3 0.8s, D:maj 0.9s, E:min 0.9s, C:maj 0.9s, G:maj/3 0.9s, D:maj 0.9s, E:min 0.9s, C:maj 0.9s, G:maj/3 1.7s, E:min 1.1s, G:maj 0.7s, D:maj 1.8s, E:min 1.1s, G:maj 0.7s, D:maj 1.8s, E:min 1.1s, G:maj 0.7s, D:maj 1.8s, E:min 0.8s, C:maj 1.0s, G:maj/3 1.8s, E:min 1.0s, G:maj 0.8s, D:maj 1.9s, E:min 1.2s, G:maj 0.7s, D:maj 1.8s, E:min 1.1s, G:maj 0.7s, D:maj 1.8s, E:min 0.9s, C:maj 1.0s, G:maj/3 1.2s, G:maj 0.6s, E:min 0.9s, C:maj 0.9s, G:maj/3 1.2s, G:maj 0.6s, C:maj 2.1s"
42040,"N 0.0s, Ab:maj 28.0s, N 2.4s, Ab:maj 28.3s, N 1.2s"
42044,"N 1.2s, A:maj 5.0s, C:maj 4.6s, D:maj 4.6s, E:maj 11.4s, A:maj 7.2s, D:maj 1.2s, A:maj 3.1s, D:maj 1.1s, A:maj 3.0s, D:maj 5.4s, A:maj 3.0s, D:maj 5.3s, A:maj 3.1s, D:maj 0.9s"
42047,"N 0.5s, D:maj 21.7s, G:maj 5.8s, B:min 2.9s, A:maj 2.9s, G:maj 5.1s, D:maj/3 0.7s, D:maj 5.8s, G:maj 5.8s, B:min 2.9s, A:maj 3.0s, A:maj/b7 1.3s, G:maj 1.5s"
42055,"N 0.0s, Bb:min 8.2s, Eb:min/5 4.0s, Ab:maj 1.8s, N 2.1s, Bb:min7 8.5s, Eb:min7 4.7s, Ab:maj 3.3s, F:min 8.1s, Eb:min7 8.2s, C#:maj/3 8.1s, Eb:min7 3.1s"
42056,"N 7.9s, C:maj 3.6s, D:min 3.9s, G:maj 3.4s, A:min7 4.0s, C:maj/5 3.9s, F:maj7 2.7s, F:maj 1.3s, G:maj 1.6s, C:maj/5 2.4s, A:min 2.1s, F:maj/5 1.0s, C:maj 1.0s, C:maj/5 4.0s, F:maj 2.0s, G:maj 6.0s, A:min 2.0s, F:maj/2 1.0s, C:maj/5 4.9s, F:maj 1.3s"
