id,key,chords
2429,F:major,"C:maj 1.0s, F:(*3,*5) 1.0s, D:maj 1.0s, G:maj 1.0s, C:maj 1.0s, C:maj 0.9s, D:maj 1.1s, G:maj 2.0s, D:maj 1.0s, G:maj 1.0s, F:(*3,*5) 1.0s, D:maj 1.0s, G:maj 2.0s, C:maj 2.0s, F:(*3,*5) 1.0s, D:maj 1.0s, G:maj 1.0s, C:maj 1.0s, C:maj 0.9s, D:maj 1.1s, G:maj 2.0s, D:maj 1.0s, G:maj 1.0s, F:(*3,*5) 1.0s, D:maj 1.0s, G:maj 1.0s, C:maj 1.0s, F:(*3,*5) 2.0s, F:maj 4.0s, C:maj 2.0s, F:maj 2.0s, G:maj 6.0s, C:maj 0.0s, A:maj 1.0s, C:(*3,*5) 1.0s, F:(*3,*5) 1.0s, D:maj 1.0s, G:maj 0.9s, C:maj 1.1s, C:maj 1.0s, D:maj 1.0s, G:maj 2.0s, D:maj 1.0s, F:maj 1.0s, F:(*3,*5) 0.9s, D:maj 0.1s"
6294,G:major,"E:min 6.0s, E:7 2.0s, A:min 4.0s, A:min 4.0s, B:7 4.0s, E:min 4.0s, F:hdim7 4.0s, B:7 4.0s, E:min 6.0s, E:7 2.0s, A:min 4.0s, B:7 4.0s, E:7 4.0s, A:7 4.0s, D:7 4.0s"
2442,Eb:major,"G:7/3 2.0s, C:min 2.0s, F:min7 0.0s, Ab:maj/5 1.0s, Ab:maj/5 1.0s, D:dim7 0.0s, Bb:7/3 1.0s, Bb:7/3 1.0s, G:7/3 2.0s, C:min 2.0s, F:min7 0.0s, Ab:maj/5 1.0s, Ab:maj/5 1.0s, D:dim7 0.0s, Bb:7/3 1.0s, Bb:7/3 1.0s, C:min 4.0s, C:min 0.9s, F:min7 3.1s, C:min 0.5s, F:min7 3.5s, C:min 0.9s, F:min 5.1s, C:min 2.0s, F:min 2.0s, G:7 1.8s, C:min 0.2s, C:min 1.0s, C:min 1.0s, C:min 4.0s, C:min 0.9s, F:min7 3.1s, C:min 0.5s, F:min7 3.5s, C:min 0.9s, F:min 5.1s"
4384,C:major,"C:maj 0.8s, G:7 1.2s, C:maj 4.0s, G:7 2.0s, C:maj 0.8s, C:7 1.2s, F:maj 2.0s, C:maj 1.2s, G:7 0.8s, C:maj 2.0s, C:maj 1.0s, G:7 1.0s, C:maj 2.0s, C:maj 2.0s, G:7 2.0s, C:maj 1.0s, C:7 1.0s, F:maj 2.0s, C:maj 1.0s, G:7 7.0s"
2594,Eb:major,"C:min 2.0s, G:7 1.0s, C:7 1.0s, F:maj 1.0s, Bb:7 1.0s, Eb:maj 1.0s, G:7 1.0s, F:min 1.0s, G:7 1.0s, C:min 1.0s, Ab:7 1.0s, F:min 1.0s, G:7 1.0s, C:min 4.0s, G:7 1.0s, C:7 1.0s, F:maj 1.0s, Bb:7 1.0s, Eb:maj 1.0s, G:7 1.0s, F:min 1.0s, G:7 1.0s, C:min 1.0s, Ab:7 1.0s, F:min 1.0s, G:7 1.0s, C:min 4.0s, E:dim 0.3s, C:7 0.7s, G:min7 1.0s, E:dim 0.7s, C:7 1.3s, Bb:min6 1.0s, C:7 1.0s, F:7 2.0s, C:min 0.3s, F:7 0.7s, F:9 1.0s, C:min 1.5s, A:7(b5) 0.5s, D:7 0.7s, D:7(b5) 0.7s, G:7 0.7s, C:min 2.0s, G:7 1.0s, C:7 1.0s, F:7 1.0s, Bb:7 1.0s, Eb:maj 1.0s, G:7 1.0s, F:min 1.0s, G:7 1.0s, C:min 1.0s, Ab:7 1.0s"
2288,F:major,"F:maj 2.0s, G:min 4.0s, C:7 1.0s, F:maj 4.0s, F:maj 2.0s, G:min 4.0s, C:7 1.0s, F:maj 4.0s, F:maj 1.0s, F:maj 3.5s, C:7 0.5s, F:maj 2.0s, Bb:maj 2.0s, Bb:min 2.0s, F:maj 1.5s, C:7 0.5s, F:maj 2.0s, Bb:maj 1.0s, Bb:min 1.0s, F:maj 3.5s, C:7 0.5s, F:maj 2.0s, Bb:maj 2.0s, Bb:min 2.0s, F:maj 1.5s, C:7 0.5s, F:maj 2.0s, Bb:maj 2.0s, Bb:min 2.0s, F:maj 1.0s, F:maj 2.0s"
4091,C:major,"A:min7 1.0s, D:min7 2.0s, G:7 2.0s, F:maj/5 2.0s, C:maj 1.0s, F:min7 1.0s, D:min7 2.0s, G:maj 1.0s, F:maj/9 0.2s, G:maj 0.8s, C:maj 2.0s, A:min7 1.8s, D:min7 2.2s, G:7 1.8s, C:maj 2.2s, E:sus4 1.0s, E:maj 0.3s, E:sus4/9 0.3s, F:maj/#9 0.3s, A:min 2.0s, D:min7 1.0s, G:7 1.0s, C:maj 2.0s, E:sus4 1.0s, E:maj 0.3s, E:sus4/9 0.3s, F:maj/#9 0.3s, A:min 1.0s, A:min/b7 1.0s, C:maj/9 1.5s, D:7 0.5s, G:sus4 1.0s, G:maj 1.0s, C:maj 1.0s, E:min7 1.0s, D:min7 2.0s, G:maj 1.0s, F:maj/9 0.2s, G:maj 0.8s, C:maj 2.0s, A:min7 2.0s, D:min7 2.0s, G:7 2.0s, F:maj/5 2.0s, C:maj 1.0s, F:min7 1.0s, D:min7 2.0s, G:maj 1.0s"
1544,Bb:major,"Bb:maj7 2.0s, G:(3,#5,b7) 2.0s, C:min7 2.0s, A:(3,#5,b7) 2.0s, D:maj 2.0s, G:min7 2.0s, C:min7 2.0s, Ab:7 1.0s, F:7 1.0s, Bb:maj7 2.0s, Db:dim7 2.0s, C:min7 2.0s, F:7 2.0s, D:hdim7 2.0s, G:(3,#5,b7) 2.0s, C:min7 2.0s, Ab:7 1.0s, F:7 1.0s, Bb:maj7 2.0s, G:(3,#5,b7) 2.0s, C:min7 2.0s, A:(3,#5,b7) 2.0s, D:maj 2.0s, G:min7 2.0s, C:min7 2.0s, A:hdim7 1.0s, D:7 1.0s, G:min7 2.0s, Eb:min7 1.0s, Ab:7 1.0s, Bb:maj7 2.0s, D:hdim7 1.0s, G:7 1.0s, C:min7 3.0s, F:7 1.0s"
2589,C:major,"C:maj 8.0s, C:maj 4.0s, D:min 4.0s, G:7 4.0s, A:7 2.0s, D:min 1.0s, A:7 1.0s, G:7 4.0s, G:7 4.0s, C:maj 8.0s, C:maj 4.0s, D:min 4.0s, G:7 4.0s, C:maj 2.0s, A:7 2.0s, D:min 2.0s, G:7 2.0s"
6201,C:major,"C:maj 2.0s, A:min 2.0s, F:maj 1.0s, D:min7 1.0s, G:7 2.0s, C:maj 4.0s, A:min 3.0s, D:min7 0.5s, G:7 0.5s, C:maj 4.0s, A:min 3.0s, D:min7 0.5s, G:7 0.5s, C:maj 2.0s, E:7 2.0s, F:maj 2.0s, C:dim 2.0s, C:maj 1.0s, A:7 1.0s, D:7 1.0s, G:7 1.0s, C:maj 2.0s, D:min7 2.0s, C:maj 2.0s, A:min 2.0s, E:7 4.0s, A:min 4.0s, D:7 4.0s, G:7 1.0s, D:min7 0.5s, G:7 1.5s, D:min7 0.5s, G:7 0.5s"
1939,C:major,"C:maj 1.5s, C:maj7/7 1.5s, A:min7/b7 0.5s, C:7 1.0s, F:maj 3.0s, C:maj 1.5s, F:maj 4.5s, D:7 3.0s, G:7 1.5s, C:maj 1.5s, C:maj7 1.5s, A:min7 1.0s, C:7 3.5s, C:maj 1.5s, F:maj 1.5s, D:min7 1.5s, C:maj 3.0s, G:7 1.5s, C:maj 0.5s, G:7 0.5s, C:maj 2.0s, C:maj7 1.5s, A:min7 0.5s, C:7 1.0s, F:maj 3.0s, C:maj 1.5s, F:maj 3.0s, C:maj 1.5s, A:min 1.5s, C:maj 1.5s, G:maj 1.5s, C:maj 1.5s"
2787,Bb:major,"Bb:7 2.0s, Eb:7 2.0s, Bb:7 3.0s, F:7 1.0s, Bb:maj 0.5s, Bb:maj/b7 1.5s, G:min7 1.0s, C:7 1.0s, F:7 1.0s, C:7 1.0s, F:7 2.0s, Bb:7 4.0s, Eb:7 2.0s, E:maj 2.0s, Bb:maj/5 1.0s, D:7/3 1.0s, G:min7 1.0s, Eb:7 1.0s, C:min7 1.0s, F:7 1.0s, Bb:maj 2.0s, Bb:7 2.0s, Eb:7 2.0s, Bb:7 3.0s, F:7 1.0s, Bb:maj 0.5s, Bb:maj/b7 1.5s, G:min7 1.0s, C:7 1.0s, F:7 1.0s, C:7 1.0s, F:7 2.0s, Bb:7 4.0s, Eb:7 2.0s, E:maj 2.0s, Bb:maj/5 1.0s, D:7/3 2.0s, Eb:7 1.0s"
3118,F:major,"E:(b3,5,b5,b7,9,11) 2.0s, A:(3,#5,b7) 1.0s, A:(3,5,b7,9,11) 1.0s, D:min 4.0s, G:(b3,5,b5,b7,9,11) 2.0s, C:(3,5,b7,9,11,13) 2.0s, A:maj/b6 1.0s, F:maj7 1.0s, A:sus4(7,9) 1.5s, A:9 0.5s, D:min9 2.0s, G:(b3,5,b7,9,11) 2.0s, B:dim7 1.0s, Bb:7 1.0s, A:7 1.0s, D:min7 1.0s, D:min9 1.0s, B:7 1.0s, Bb:min7 1.0s, Bb:7 1.0s, G:min6/9 2.0s, A:7 2.0s, E:(b3,5,b5,b7,9,11) 2.0s, A:(3,#5,b7) 1.0s, A:(3,5,b7,9,11) 1.0s, D:min 4.0s, G:(b3,5,b5,b7,9,11) 2.0s, C:(3,5,b7,9,11,13) 2.0s, A:7/b6 1.0s, F:maj7 1.0s, A:7 1.0s, A:sus4(7,9) 0.5s, A:9 0.5s, D:min9 2.0s, G:(b3,5,b7,9,11) 2.0s, B:dim7 1.0s, Bb:7 1.0s, A:sus4(7,9) 1.0s, A:(3,#5,b7) 1.0s, D:min 2.0s, F:dim7/3 1.0s, A:7(b9) 1.0s"
2675,G:major,"G:maj 6.0s, A:min7 1.0s, D:7 3.0s, A:min7 0.8s, D:7 1.2s, A:min7 2.0s, D:7 0.8s, G:maj 1.2s, C:maj 1.0s, G:maj 1.0s, C:maj 1.0s, G:maj 1.0s, A:min7 0.8s, D:7 0.8s, G:maj 0.5s, C:maj 1.0s, G:maj 1.0s, A:min7 0.8s, D:7 0.8s, G:maj 0.5s, C:maj 1.0s, G:maj 1.0s, A:min7 0.8s, D:7 0.8s, G:maj 0.5s, A:min7 2.0s, D:7 4.0s, A:min7 3.5s, D:7 0.5s, G:maj 4.0s"
2906,C:major,"C:maj 1.5s, A:min 1.5s, F:maj 1.5s, C:maj 1.5s, G:7 1.5s, C:maj 1.5s, F:min6 1.5s, C:maj 3.0s, A:min 3.0s, E:maj 1.5s, B:7 1.5s, E:maj 1.5s, A:dim 1.5s, E:maj 1.5s, D:min7 1.5s, E:maj 1.5s, D:min 1.5s, E:maj 1.5s, D:min 1.5s, E:7 1.5s, D:min 1.5s, F:min6 3.0s, G:7 3.0s, C:maj 4.0s, F:min 2.0s, G:7 2.0s, C:maj 4.0s, A:min6 2.0s, G:7 4.0s, E:7 1.5s"
3265,F:major,"F:maj7 8.0s, F:maj7 4.0s, C:7 4.0s, F:maj7 2.0s, F:7 2.0s, Bb:maj7 2.0s, Bb:min7 2.0s, F:maj7 2.0s, G:min7 1.0s, C:7 1.0s, F:maj7 4.0s"
935,C:major,"C:maj 4.0s, G:maj 2.0s, C:maj 2.0s, C:maj 4.0s, G:maj 2.0s, C:maj 2.0s, C:maj 2.0s, F:maj 1.0s, G:maj 1.0s, F:maj 2.0s, G:maj 2.0s, C:maj 4.0s, G:maj 2.0s, C:maj 2.0s"
1366,Bb:major,"Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 2.0s, Bb:maj 2.0s, D:7 4.0s, G:7 4.0s, C:7 4.0s, F:7 2.0s, Gb:7 2.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s, Bb:maj 3.0s, F:7 1.0s"
5469,C:major,"C:maj 4.0s, F:maj 2.0s, C:maj 2.0s, F:maj 2.0s, C:maj 2.0s, G:maj 2.0s, C:maj 2.0s, F:maj 2.0s, C:maj 2.0s, G:maj 2.0s, C:maj 2.0s"
2096,G:major,"G:maj 4.0s, E:min 4.0s, C:maj 2.0s, D:maj 2.0s, G:maj 1.0s, C:maj 1.0s, G:maj 2.0s, G:maj 4.0s, E:min 4.0s, C:maj 2.0s, D:maj 2.0s, G:maj 1.0s, C:maj 1.0s, G:7 2.0s, C:maj 2.0s, D:7 4.0s, G:maj 2.0s, C:maj 2.0s, D:7 4.0s, G:maj 2.0s, G:maj 4.0s, E:min 4.0s, C:maj 2.0s, D:maj 2.0s"
2869,F:major,"F:maj7 1.5s, C:7(b9) 0.5s, F:maj7 1.0s, Eb:9 1.0s, F:maj7 1.5s, Gb:7 0.5s, F:maj7 1.0s, Bb:9 1.0s, F:9 1.0s, F:7 1.0s, Bb:9 2.0s, Eb:9 2.0s, F:maj7 3.5s, F:(3,5,b7,9,11,13) 0.5s, Bb:maj7 2.0s, Db:9 2.0s, F:maj7 4.0s, Eb:9 4.0s, Bb:maj6/3 2.0s, C:sus4 2.0s, F:maj7 1.0s, Bb:min6 1.0s, A:min7 1.0s, Ab:min7 1.0s, F:maj7 2.0s, G:min9 2.8s, C:9 1.2s, G:min9 4.0s, G:min9 2.0s, C:7(b9) 2.0s, F:maj7 2.0s"
2375,F:major,"F:maj 2.0s, Eb:maj 2.0s, Bb:maj 4.0s, F:maj 2.0s, Eb:maj 2.0s, Bb:maj 6.0s, F:maj 2.0s, Eb:maj 2.0s, Bb:maj 4.0s, F:maj 2.0s, Eb:maj 2.0s, Bb:maj 4.0s, Db:9 2.0s, Bb:maj 2.0s, Gb:9 2.0s, C:7 2.0s, F:maj 2.0s, Bb:maj/5 2.0s, F:maj 4.0s, F:9 2.0s, Eb:maj 2.0s, Bb:maj 4.0s, F:maj 2.0s"
5198,C:major,"C:maj 2.0s, F:maj7 2.0s, G:7 4.0s, D:min7 2.0s, F:maj/9 2.0s, C:maj 2.0s, G:min7 1.0s, Bb:maj/9 1.0s, F:maj 4.0s, E:maj 2.0s, A:min7 2.0s, D:maj 6.0s, G:maj 2.0s, C:maj 4.0s, G:7 4.0s, G:7 4.0s, C:maj 2.0s, G:min7 1.0s, Bb:maj/9 1.0s, F:maj 4.0s, E:7 2.0s, A:min 1.5s, F:min7 0.5s, C:maj/5 4.0s"
4121,C:minor,"C:min 2.0s, F:min 2.0s, C:min 1.0s, F:min 1.0s, C:min 1.0s, G:maj 1.0s, C:min 2.0s, F:min 2.0s, C:min 2.0s, G:maj 2.0s, C:min 1.0s, G:maj 1.0s, C:min 1.0s, G:maj 1.0s, G:maj 2.0s, C:min 1.0s, G:maj 1.0s, C:min 2.0s, F:min 2.0s, C:min 1.0s, F:min 1.0s, G:maj 1.0s, C:min 1.0s"
2398,G:major,"G:maj 12.0s, D:7 16.0s, G:maj 16.0s, D:7 16.0s"
4721,C:major,"C:maj 4.0s, G:7 8.0s, C:maj 6.0s, C:7 2.0s, F:maj 4.0s, C:maj 2.0s, G:7 2.0s, C:maj 4.0s, C:maj 4.0s, G:7 8.0s, C:maj 6.0s, C:7 2.0s, F:maj 4.0s, C:maj 2.0s, G:7 2.0s"
1053,C:major,"D:min7 2.0s, G:7 2.0s, C:maj 4.0s, D:min7 2.0s, G:7 2.0s, C:maj 4.0s, D:min7 2.0s, G:7 2.0s, C:maj 4.0s, D:min7 2.0s, G:7 2.0s, C:maj 4.0s, Ab:maj 4.0s, Db:maj 4.0s, Bb:min 2.0s, C:7 2.0s, F:min 4.0s, E:7 4.0s, A:maj 4.0s, D:min 2.0s, G:7 2.0s"
6272,G:major,"G:maj 8.0s, C:7 4.0s, G:maj 4.0s, D:7 2.0s, C:7 2.0s, G:maj 4.0s, G:maj 8.0s, C:7 4.0s, G:maj 4.0s, D:7 2.0s, C:7 2.0s, G:maj 4.0s, G:maj 8.0s, C:7 4.0s"
3299,F:major,"F:maj 0.5s, C:maj 1.0s, F:maj 1.5s, F:maj 0.0s, C:(*3,5)/5 0.2s, F:(*3,5) 0.7s, F:(*3,5) 0.5s, F:(*3,5) 0.8s, F:(*3,5) 0.8s, Bb:maj 0.0s, Bb:(3,*5) 0.5s, F:maj 0.5s, A:(b3,*5) 0.5s, F:maj 0.0s, A:(b3,*5) 0.4s, C:(*3,5)/5 0.2s, A:(b3,*5) 0.9s, A:(b3,*5) 0.1s, A:(b3,*5) 0.2s, F:(*3,5) 0.6s, Bb:maj 0.0s, Bb:(3,*5) 0.0s, D:(*3,5)/5 0.2s, Bb:(3,*5) 0.0s, C:maj 0.0s, C:(*3,5)/5 0.0s, C:(*3,5)/5 0.2s, C:(1,*3,*5) 0.2s, F:maj 0.0s, C:(*3,5)/5 0.1s, F:(*3,5) 0.2s, F:(*3,5) 0.2s, F:(*3,5) 0.2s, F:(*3,5) 0.2s, Bb:maj 0.2s, F:maj 0.2s, F:maj 0.0s, A:(b3,*5) 0.1s, A:(b3,*5) 0.2s, A:(b3,*5) 0.1s, C:maj 0.2s, Bb:maj 0.5s, F:maj 0.5s, F:maj 0.5s, Bb:maj 0.2s, C:maj 0.2s, C:maj 0.5s, F:maj 0.5s, F:maj 0.5s, Bb:maj 0.2s, C:maj 0.2s, C:maj 0.5s, F:maj 6.0s"
3356,F:major,"F:maj6 2.0s, G:9 2.0s, C:7 2.0s, G:min7 1.0s, C:7 1.0s, F:maj6 2.0s, D:7 2.0s, G:min 2.0s, Bb:min 1.0s, C:7 0.5s, E:7/b7 0.5s, F:maj 2.0s, D:9 1.5s, D:maj 0.5s, G:min7 2.0s, C:7 2.0s, F:maj6 4.0s, G:min7 2.0s, C:7 2.0s, F:maj6 2.0s, G:9 2.0s, C:7 2.0s, G:min7 1.0s, C:7 1.0s, F:maj6 2.0s, D:7 2.0s, G:min 2.0s, G:min7 1.0s, C:7 0.5s, E:7/b7 2.5s, E:7 2.0s, A:7 2.0s, D:7 1.5s, D:7(b9) 0.5s, G:min7 2.0s, C:7 1.0s, Bb:maj 0.5s, C:7 0.5s"
356,Eb:major,"Eb:maj9 2.0s, C:min7 1.0s, G:min7 1.0s, Ab:maj 2.0s, F:min7 1.0s, Bb:maj 1.0s, Eb:maj9 2.0s, C:min7 1.0s, G:min7 1.0s, Ab:maj 2.0s, F:min7 1.0s, Bb:maj 1.0s, C:min7 4.0s, Ab:maj 4.0s, C:min7 3.5s, Eb:maj/5 0.5s, Ab:maj 3.0s, Eb:maj/3 1.0s, Bb:sus4 2.0s, Bb:maj 2.0s, Ab:(2,5)/3 0.8s, Bb:maj 1.2s, Ab:maj 2.0s, F:min7 1.5s, Eb:maj/3 1.5s, Ab:maj9 1.0s, Bb:sus4 2.0s, Bb:maj 1.0s, Ab:maj7/9 1.0s, Eb:sus4 1.8s, Eb:maj 2.2s, F:min7 3.0s, Eb:maj/3 1.0s, Ab:maj 2.0s, Ab:maj/9 2.0s"
4892,C:major,"C:maj 6.0s, G:7 8.0s, C:maj 6.0s, C:7 2.0s, F:maj 3.0s, Ab:7 1.0s, C:maj 1.0s, A:7 1.0s, D:7 1.0s, G:7 1.0s, C:maj 2.0s, A:min 3.5s, F:maj 0.5s, G:maj 2.0s, A:min 6.0s, E:maj 1.0s, A:min 0.0s, E:maj 1.0s, E:7 1.0s, A:min 0.5s, E:maj 0.0s, E:7 0.5s, A:min 4.0s, D:min 4.0s, F:maj 2.0s, G:maj 1.0s, G:9 1.0s"
6270,C:major,"C:maj 1.5s, G:maj 0.5s, C:maj 0.5s, G:maj 0.5s, C:maj 1.0s, G:maj 1.5s, D:maj 0.5s, G:maj 0.5s, D:maj 0.5s, G:maj 1.0s, C:maj 1.0s, F:maj 3.0s, C:maj 1.0s, C:maj 1.5s, G:maj 0.5s, C:maj 0.5s, G:maj 0.5s, C:maj 1.0s, C:maj 1.0s, F:maj 3.0s, C:maj 1.0s, C:maj 1.5s, G:maj 0.5s, C:maj 0.5s, G:maj 0.5s, C:maj 1.0s"
2218,F:major,"F:maj 0.5s, Eb:7 0.5s, D:7 1.0s, G:7 1.0s, C:7 1.0s, F:maj 1.0s, Ab:dim 1.0s, G:min7 1.0s, C:7 1.0s, F:maj 3.0s, Ab:dim 1.0s, G:min7 1.0s, C:7 1.0s, G:min7 1.0s, C:7 1.0s, G:min 1.0s, Bb:aug 1.0s, G:min7 1.0s, C:7 1.0s, F:maj7 1.0s, F:maj 1.0s, F:maj7 1.0s, F:maj6 1.0s, F:maj 1.0s, A:min 1.0s, C:min6 1.0s, D:aug 0.2s, D:7 0.8s, G:min 1.0s, D:9 0.5s, D:7 0.5s, G:min 2.0s, G:9 2.5s, F:maj 0.5s, Ab:dim 0.5s, G:7 0.5s, C:9 1.0s, G:min7 1.0s, C:7 2.0s, F:maj 3.0s, Ab:dim 1.0s, G:min7 0.8s, C:7 1.2s, G:min7 1.0s, C:7 1.0s, G:min 1.0s, Bb:aug 1.0s, G:min7 1.0s, C:7 1.0s, F:maj7 1.0s, F:maj 1.0s, F:maj7 1.0s, F:maj 2.0s, A:min 1.0s, C:min6 0.8s, D:aug 0.5s, D:7 0.8s"
2024,D:major,"A:7 6.0s, D:maj 0.5s, A:7 0.5s, D:maj 1.0s, D:maj 4.0s, G:maj 2.0s, D:maj 2.0s, A:7 4.0s, D:maj 1.0s, G:maj 1.0s, D:maj 6.0s, G:maj 2.0s, D:maj 2.0s, A:7 6.0s, D:maj 2.0s, A:7 4.0s, D:maj 1.0s, G:maj 1.0s, D:maj 2.0s, A:7 4.0s, D:maj 1.0s, G:maj 1.0s, D:maj 2.0s, A:7 4.0s"
5634,C:major,"C:maj9 2.0s, G:min7 2.0s, C:maj9 2.0s, G:min7 1.5s, F#:9 0.5s, C:min9 1.5s, F:9 0.5s, D:min7 1.0s, Eb:min7 1.0s, E:min7 1.5s, A:7 0.5s, D:min7 1.0s, G:7(b9) 0.5s, G:9 0.5s, C:maj9 2.0s, G:min7 2.0s, C:maj9 2.0s, G:min7 1.5s, F#:9 0.5s, C:min9 1.5s, F:9 0.5s, D:min7 1.0s, Eb:min7 1.0s, D:min7 1.5s, Db:9 0.5s, C:maj9 2.0s, A:min6 1.0s, B:(3,#5,b7) 1.0s, E:min9 1.5s, A:7(b9) 0.5s, F#:min7 1.5s, D:maj 0.5s, F:9 2.0s, B:min6 1.0s, C#:maj 1.0s, A:min6 1.0s, B:7(b9) 1.0s, G:min6 1.0s, A:7(b5) 1.0s, D:min7 1.0s, G:7(b9) 1.0s, C:maj9 2.0s, G:maj7 2.0s, C:maj9 2.0s, G:min7 2.0s, C:min9 1.5s, F:9 0.5s, D:min7 1.0s, Eb:min7 1.0s"
525,Bb:major,"G:min 1.0s, D:7 1.0s, G:min 1.0s, C:dim 1.0s, C#:dim 1.0s, D:7 1.0s, G:min 2.0s, G:min 1.0s, D:7 1.0s, G:min 1.0s, C:dim 1.0s, C#:dim 1.0s, D:7 1.0s, G:min 2.0s, F:min 4.0s, Bb:maj 4.0s, F:7 4.0s, G:min 1.0s, C:7 1.0s, F:7 2.0s, Bb:maj 2.5s, Bb:aug 0.5s, Eb:maj 1.0s, Bb:maj 4.0s, F:7 2.5s, F:dim 0.5s, F:7 1.0s, Bb:maj 4.0s, Bb:maj 2.5s, Bb:aug 0.5s, Eb:maj 1.0s, Bb:maj 3.0s, Eb:maj 0.5s, Bb:maj 0.5s, F:7 4.0s"
1266,Eb:major,"Eb:maj 1.5s, C:min 1.5s, F:min 1.5s, Bb:7 1.5s, F:min7 1.0s, Ab:min 0.5s, Bb:7 1.5s, Eb:maj 4.5s, C:7(b5) 1.0s, Gb:7 0.5s, Bb:maj 1.5s, G:7 1.5s, C:7 1.5s, F:7 1.5s, Bb:maj 0.5s, Eb:min6 0.5s, Bb:dim 0.5s, Bb:7 1.5s, F:min7 1.0s, Ab:min6 0.5s, Bb:7 1.5s, G:min 1.0s, G:min7 0.5s, C:7 1.5s, F:7 0.5s, C:min7 0.5s, F:7 2.0s, Bb:7 0.5s, Eb:min6 0.5s, Bb:dim 0.5s, Bb:7 1.5s, Eb:maj 1.5s, Eb:maj/3 1.5s, B:7/5 1.5s, F:7 1.5s, Bb:7 2.5s, Bb:(3,#5,b7) 0.5s, Eb:maj 1.0s, G:min 0.5s, F:min7 1.0s, Bb:7 0.5s, Eb:maj/3 1.5s, Eb:min/b3 1.5s, Bb:maj/5 1.5s, G:7 1.0s, F#:7 0.5s, C:7 1.5s, F:7 1.5s, Bb:maj 0.5s, Eb:min6 0.5s, Bb:dim 0.5s, Bb:7 1.5s"
735,C:major,"Eb:(*3,*5,7)/7 0.1s, C:(b3,*5,9) 0.1s, C:(b3,*5) 0.4s, C:(*3,5) 1.0s, A:(b3,*5)/b3 0.4s, C:(*3,5) 0.1s, C:(*3,5) 0.1s, F#:(*3,b5)/b5 0.2s, C:(*3,5) 0.2s, A:(*3,*5,b7)/b7 1.8s, D:(1,*3,*5) 1.2s, D:(*3,*5,b7)/b7 0.2s, B:(b3,*5,b9) 0.1s, B:(b3,*5,b9) 4.5s, D:(*3,*5,b7)/b7 0.1s, B:(b3,*5,b9) 0.8s, Bb:(3,*5,9) 0.1s, Bb:(3,*5,9) 0.4s, Eb:(*3,5)/5 1.8s, F:(1,*3,*5,b7)/b7 0.1s, F:(*3,*5,b7)/b7 0.6s, D:(*3,*5,b7)/b7 0.1s, D:(*3,*5,b7)/b7 0.4s, C:(*3,*5,b7)/b7 0.1s, C:(*3,*5,b7)/b7 0.8s, Eb:(*3,*5,7)/7 1.1s, Eb:(*3,*5,7)/7 0.1s, Eb:(*3,*5,7)/7 1.9s, F:(*3,*5,b7)/b7 0.1s, F:(*3,*5,b7)/b7 1.8s, Eb:(*3,*5,7)/7 0.9s, Eb:(*3,*5,7)/7 2.0s, Eb:(*3,*5,7)/7 0.2s, D:(b3,*5,b9) 0.1s, D:(b3,*5,b9) 0.2s, Eb:(3,*5,7,9)/7 1.6s, Eb:(*3,*5,7)/7 0.1s, Eb:(*3,*5,7)/7 0.2s, A:(*3,b5)/b5 0.2s, A:(*3,*5,b7)/b7 0.4s, F:(3,*5,9) 0.1s, F:(3,*5,9) 0.1s, Bb:(*3,5)/5 3.1s, G:(*3,*5,b7)/b7 0.6s, E:(*3,*5,b7)/b7 0.1s, E:(*3,*5,b7)/b7 3.6s, G:(*3,*5,b7)/b7 2.8s, Bb:(3,*5) 2.2s, F:(*3,*5,b7)/b7 0.9s, Eb:(*3,*5,7)/7 0.9s, F:(3,*5,9) 11.9s, G:(1,*3,*5) 0.2s, G:(1,*3,*5) 6.4s"
382,D:minor,"D:min9 32.0s, Eb:min9 16.0s, D:min9 12.0s"
1569,C:major,"C:maj 9.0s, G:7 6.0s, C:maj 1.0s, C:dim7 0.5s, C:maj 1.5s, G:maj 1.5s, D:7 1.5s, G:7 3.0s, C:maj 8.5s, E:7 0.5s, F:maj 1.0s, A:7 0.5s, D:min 1.0s, A:7 0.5s, D:min 1.5s, F:maj 0.5s, F:maj6 0.5s, C:dim7 0.5s, C:maj 1.0s, C:dim7 0.5s, C:maj 1.5s, G:maj 1.5s, D:7 1.5s, G:7 3.0s, C:maj 6.0s, F:maj 1.5s, G:maj 1.0s, F:maj 0.5s, C:maj 3.0s"
