track_id,chroma_activations
30979,"C:0.057, C#:0.073, D:0.151, D#:0.072, E:0.067, F:0.113, F#:0.054, G:0.095, G#:0.050, A:0.103, A#:0.112, B:0.052"
30980,"C:0.185, C#:0.077, D:0.091, D#:0.023, E:0.043, F:0.020, F#:0.017, G:0.052, G#:0.048, A:0.201, A#:0.137, B:0.107"
30981,"C:0.138, C#:0.067, D:0.070, D#:0.055, E:0.024, F:0.027, F#:0.043, G:0.178, G#:0.053, A:0.062, A#:0.190, B:0.092"
30982,"C:0.029, C#:0.063, D:0.226, D#:0.071, E:0.112, F:0.064, F#:0.108, G:0.081, G#:0.042, A:0.091, A#:0.061, B:0.053"
30983,"C:0.056, C#:0.072, D:0.025, D#:0.049, E:0.102, F:0.039, F#:0.094, G:0.068, G#:0.163, A:0.117, A#:0.137, B:0.079"
30984,"C:0.224, C#:0.205, D:0.089, D#:0.051, E:0.064, F:0.028, F#:0.024, G:0.032, G#:0.058, A:0.061, A#:0.082, B:0.082"
30986,"C:0.029, C#:0.031, D:0.122, D#:0.043, E:0.063, F:0.082, F#:0.074, G:0.142, G#:0.088, A:0.166, A#:0.108, B:0.054"
30989,"C:0.023, C#:0.018, D:0.028, D#:0.036, E:0.342, F:0.126, F#:0.090, G:0.084, G#:0.022, A:0.026, A#:0.052, B:0.153"
31012,"C:0.015, C#:0.022, D:0.148, D#:0.051, E:0.168, F:0.123, F#:0.043, G:0.252, G#:0.019, A:0.067, A#:0.065, B:0.027"
31126,"C:0.038, C#:0.051, D:0.132, D#:0.053, E:0.181, F:0.269, F#:0.053, G:0.065, G#:0.026, A:0.081, A#:0.017, B:0.035"
31152,"C:0.271, C#:0.227, D:0.081, D#:0.097, E:0.043, F:0.025, F#:0.021, G:0.024, G#:0.030, A:0.040, A#:0.065, B:0.075"
31160,"C:0.073, C#:0.055, D:0.039, D#:0.046, E:0.071, F:0.114, F#:0.092, G:0.087, G#:0.118, A:0.099, A#:0.115, B:0.092"
31201,"C:0.009, C#:0.039, D:0.017, D#:0.165, E:0.031, F:0.060, F#:0.134, G:0.032, G#:0.267, A:0.031, A#:0.168, B:0.048"
31202,"C:0.007, C#:0.180, D:0.022, D#:0.218, E:0.008, F:0.009, F#:0.153, G:0.012, G#:0.227, A:0.017, A#:0.140, B:0.006"
31206,"C:0.061, C#:0.070, D:0.047, D#:0.058, E:0.163, F:0.090, F#:0.071, G:0.064, G#:0.087, A:0.074, A#:0.087, B:0.129"
31207,"C:0.080, C#:0.033, D:0.081, D#:0.040, E:0.107, F:0.098, F#:0.169, G:0.147, G#:0.058, A:0.109, A#:0.036, B:0.042"
31208,"C:0.130, C#:0.059, D:0.006, D#:0.277, E:0.005, F:0.011, F#:0.024, G:0.066, G#:0.285, A:0.008, A#:0.066, B:0.063"
31209,"C:0.062, C#:0.110, D:0.143, D#:0.064, E:0.081, F:0.033, F#:0.079, G:0.074, G#:0.033, A:0.097, A#:0.130, B:0.095"
31218,"C:0.130, C#:0.034, D:0.054, D#:0.165, E:0.021, F:0.203, F#:0.019, G:0.125, G#:0.084, A:0.024, A#:0.102, B:0.038"
31220,"C:0.082, C#:0.024, D:0.065, D#:0.083, E:0.142, F:0.070, F#:0.097, G:0.182, G#:0.031, A:0.106, A#:0.076, B:0.042"
31221,"C:0.080, C#:0.113, D:0.226, D#:0.064, E:0.051, F:0.109, F#:0.062, G:0.067, G#:0.048, A:0.127, A#:0.035, B:0.019"
31222,"C:0.089, C#:0.052, D:0.060, D#:0.025, E:0.127, F:0.019, F#:0.252, G:0.073, G#:0.014, A:0.012, A#:0.017, B:0.259"
31223,"C:0.008, C#:0.037, D:0.179, D#:0.017, E:0.108, F:0.021, F#:0.192, G:0.082, G#:0.029, A:0.224, A#:0.024, B:0.079"
31224,"C:0.012, C#:0.015, D:0.104, D#:0.010, E:0.130, F:0.032, F#:0.054, G:0.379, G#:0.021, A:0.120, A#:0.116, B:0.008"
31227,"C:0.256, C#:0.051, D:0.037, D#:0.015, E:0.064, F:0.022, F#:0.031, G:0.224, G#:0.068, A:0.085, A#:0.069, B:0.079"
31231,"C:0.251, C#:0.026, D:0.064, D#:0.019, E:0.123, F:0.166, F#:0.030, G:0.116, G#:0.014, A:0.114, A#:0.026, B:0.053"
31257,"C:0.091, C#:0.062, D:0.087, D#:0.085, E:0.106, F:0.103, F#:0.086, G:0.115, G#:0.070, A:0.065, A#:0.066, B:0.063"
31345,"C:0.069, C#:0.066, D:0.123, D#:0.066, E:0.078, F:0.067, F#:0.158, G:0.072, G#:0.025, A:0.020, A#:0.050, B:0.205"
31346,"C:0.074, C#:0.281, D:0.066, D#:0.026, E:0.031, F:0.071, F#:0.230, G:0.058, G#:0.088, A:0.038, A#:0.015, B:0.021"
31357,"C:0.040, C#:0.039, D:0.028, D#:0.026, E:0.066, F:0.072, F#:0.109, G:0.149, G#:0.136, A:0.149, A#:0.109, B:0.077"
31358,"C:0.047, C#:0.048, D:0.027, D#:0.113, E:0.072, F:0.049, F#:0.072, G:0.020, G#:0.040, A:0.029, A#:0.243, B:0.240"
31359,"C:0.057, C#:0.059, D:0.122, D#:0.078, E:0.146, F:0.143, F#:0.125, G:0.042, G#:0.024, A:0.057, A#:0.040, B:0.107"
31362,"C:0.071, C#:0.131, D:0.047, D#:0.076, E:0.100, F:0.033, F#:0.027, G:0.049, G#:0.219, A:0.116, A#:0.043, B:0.089"
31363,"C:0.041, C#:0.067, D:0.197, D#:0.043, E:0.063, F:0.045, F#:0.104, G:0.128, G#:0.056, A:0.092, A#:0.071, B:0.093"
31365,"C:0.063, C#:0.108, D:0.047, D#:0.034, E:0.090, F:0.059, F#:0.178, G:0.072, G#:0.093, A:0.075, A#:0.052, B:0.129"
31366,"C:0.075, C#:0.045, D:0.046, D#:0.098, E:0.233, F:0.120, F#:0.081, G:0.059, G#:0.054, A:0.072, A#:0.037, B:0.081"
31367,"C:0.250, C#:0.098, D:0.053, D#:0.112, E:0.059, F:0.106, F#:0.038, G:0.051, G#:0.018, A:0.028, A#:0.103, B:0.085"
31426,"C:0.124, C#:0.060, D:0.052, D#:0.065, E:0.119, F:0.073, F#:0.054, G:0.080, G#:0.074, A:0.117, A#:0.080, B:0.102"
31427,"C:0.050, C#:0.078, D:0.137, D#:0.080, E:0.076, F:0.078, F#:0.133, G:0.108, G#:0.056, A:0.066, A#:0.048, B:0.089"
31428,"C:0.063, C#:0.097, D:0.050, D#:0.097, E:0.077, F:0.051, F#:0.100, G:0.079, G#:0.170, A:0.052, A#:0.048, B:0.116"
31433,"C:0.065, C#:0.075, D:0.125, D#:0.067, E:0.084, F:0.059, F#:0.100, G:0.110, G#:0.076, A:0.104, A#:0.057, B:0.078"
31435,"C:0.044, C#:0.053, D:0.101, D#:0.102, E:0.129, F:0.065, F#:0.093, G:0.150, G#:0.071, A:0.054, A#:0.046, B:0.091"
31436,"C:0.106, C#:0.060, D:0.079, D#:0.068, E:0.134, F:0.103, F#:0.065, G:0.114, G#:0.062, A:0.072, A#:0.048, B:0.089"
31437,"C:0.099, C#:0.043, D:0.039, D#:0.063, E:0.137, F:0.056, F#:0.071, G:0.093, G#:0.091, A:0.093, A#:0.067, B:0.147"
31438,"C:0.144, C#:0.070, D:0.045, D#:0.047, E:0.067, F:0.047, F#:0.092, G:0.061, G#:0.045, A:0.053, A#:0.093, B:0.236"
31439,"C:0.046, C#:0.046, D:0.037, D#:0.128, E:0.086, F:0.034, F#:0.173, G:0.018, G#:0.016, A:0.018, A#:0.068, B:0.331"
31440,"C:0.062, C#:0.090, D:0.049, D#:0.104, E:0.148, F:0.050, F#:0.058, G:0.038, G#:0.115, A:0.094, A#:0.061, B:0.130"
31441,"C:0.084, C#:0.117, D:0.064, D#:0.063, E:0.167, F:0.070, F#:0.067, G:0.047, G#:0.082, A:0.069, A#:0.052, B:0.118"
31446,"C:0.051, C#:0.064, D:0.155, D#:0.084, E:0.098, F:0.047, F#:0.088, G:0.109, G#:0.060, A:0.103, A#:0.050, B:0.091"
31458,"C:0.275, C#:0.074, D:0.095, D#:0.123, E:0.073, F:0.117, F#:0.042, G:0.059, G#:0.024, A:0.020, A#:0.032, B:0.066"
31569,"C:0.069, C#:0.039, D:0.051, D#:0.064, E:0.102, F:0.065, F#:0.100, G:0.098, G#:0.124, A:0.150, A#:0.084, B:0.054"
31573,"C:0.049, C#:0.098, D:0.092, D#:0.055, E:0.106, F:0.039, F#:0.091, G:0.056, G#:0.121, A:0.137, A#:0.064, B:0.091"
31577,"C:0.055, C#:0.061, D:0.054, D#:0.054, E:0.061, F:0.066, F#:0.097, G:0.108, G#:0.124, A:0.165, A#:0.102, B:0.051"
31578,"C:0.036, C#:0.109, D:0.103, D#:0.055, E:0.120, F:0.033, F#:0.110, G:0.030, G#:0.112, A:0.168, A#:0.044, B:0.082"
31629,"C:0.100, C#:0.074, D:0.076, D#:0.088, E:0.162, F:0.124, F#:0.075, G:0.074, G#:0.074, A:0.060, A#:0.037, B:0.058"
31636,"C:0.010, C#:0.172, D:0.009, D#:0.009, E:0.102, F:0.019, F#:0.026, G:0.182, G#:0.158, A:0.259, A#:0.039, B:0.017"
31866,"C:0.056, C#:0.071, D:0.123, D#:0.050, E:0.017, F:0.023, F#:0.104, G:0.135, G#:0.035, A:0.171, A#:0.125, B:0.090"
31871,"C:0.091, C#:0.063, D:0.110, D#:0.082, E:0.043, F:0.079, F#:0.054, G:0.105, G#:0.078, A:0.077, A#:0.124, B:0.093"
31991,"C:0.033, C#:0.075, D:0.240, D#:0.165, E:0.036, F:0.141, F#:0.059, G:0.044, G#:0.024, A:0.034, A#:0.108, B:0.041"
31992,"C:0.077, C#:0.009, D:0.015, D#:0.063, E:0.449, F:0.027, F#:0.011, G:0.072, G#:0.016, A:0.058, A#:0.078, B:0.127"
31993,"C:0.329, C#:0.021, D:0.047, D#:0.013, E:0.300, F:0.066, F#:0.009, G:0.025, G#:0.023, A:0.062, A#:0.011, B:0.093"
31994,"C:0.082, C#:0.030, D:0.326, D#:0.056, E:0.009, F:0.133, F#:0.020, G:0.168, G#:0.022, A:0.027, A#:0.113, B:0.013"
31995,"C:0.044, C#:0.022, D:0.074, D#:0.041, E:0.359, F:0.019, F#:0.013, G:0.190, G#:0.011, A:0.003, A#:0.019, B:0.205"
31999,"C:0.020, C#:0.048, D:0.130, D#:0.065, E:0.289, F:0.045, F#:0.046, G:0.197, G#:0.034, A:0.081, A#:0.012, B:0.033"
32000,"C:0.023, C#:0.189, D:0.027, D#:0.047, E:0.248, F:0.041, F#:0.050, G:0.012, G#:0.032, A:0.146, A#:0.039, B:0.145"
32001,"C:0.169, C#:0.123, D:0.262, D#:0.069, E:0.029, F:0.023, F#:0.029, G:0.106, G#:0.029, A:0.023, A#:0.024, B:0.112"
32002,"C:0.147, C#:0.029, D:0.153, D#:0.023, E:0.138, F:0.079, F#:0.041, G:0.137, G#:0.033, A:0.128, A#:0.050, B:0.041"
32005,"C:0.016, C#:0.023, D:0.279, D#:0.161, E:0.026, F:0.069, F#:0.026, G:0.241, G#:0.017, A:0.072, A#:0.041, B:0.030"
32006,"C:0.012, C#:0.035, D:0.054, D#:0.041, E:0.281, F:0.033, F#:0.043, G:0.019, G#:0.158, A:0.158, A#:0.025, B:0.140"
32007,"C:0.026, C#:0.032, D:0.219, D#:0.170, E:0.046, F:0.094, F#:0.026, G:0.148, G#:0.022, A:0.109, A#:0.089, B:0.019"
32008,"C:0.340, C#:0.141, D:0.108, D#:0.141, E:0.034, F:0.056, F#:0.021, G:0.082, G#:0.032, A:0.008, A#:0.019, B:0.018"
32011,"C:0.016, C#:0.159, D:0.007, D#:0.006, E:0.202, F:0.013, F#:0.053, G:0.010, G#:0.025, A:0.273, A#:0.020, B:0.214"
32012,"C:0.200, C#:0.028, D:0.156, D#:0.119, E:0.020, F:0.038, F#:0.023, G:0.141, G#:0.034, A:0.104, A#:0.106, B:0.032"
32013,"C:0.034, C#:0.018, D:0.026, D#:0.015, E:0.012, F:0.020, F#:0.129, G:0.060, G#:0.024, A:0.040, A#:0.111, B:0.511"
32068,"C:0.095, C#:0.029, D:0.066, D#:0.049, E:0.155, F:0.158, F#:0.053, G:0.079, G#:0.039, A:0.095, A#:0.103, B:0.079"
32177,"C:0.066, C#:0.051, D:0.191, D#:0.122, E:0.045, F:0.042, F#:0.056, G:0.185, G#:0.038, A:0.067, A#:0.098, B:0.040"
32365,"C:0.028, C#:0.050, D:0.031, D#:0.151, E:0.019, F:0.015, F#:0.128, G:0.042, G#:0.118, A:0.028, A#:0.108, B:0.282"
32399,"C:0.031, C#:0.058, D:0.013, D#:0.032, E:0.197, F:0.020, F#:0.107, G:0.017, G#:0.060, A:0.214, A#:0.040, B:0.211"
32575,"C:0.155, C#:0.063, D:0.090, D#:0.052, E:0.109, F:0.066, F#:0.050, G:0.108, G#:0.060, A:0.133, A#:0.041, B:0.074"
32577,"C:0.075, C#:0.168, D:0.053, D#:0.056, E:0.132, F:0.050, F#:0.142, G:0.051, G#:0.090, A:0.056, A#:0.032, B:0.095"
32581,"C:0.027, C#:0.089, D:0.213, D#:0.044, E:0.100, F:0.026, F#:0.111, G:0.080, G#:0.043, A:0.195, A#:0.023, B:0.048"
32611,"C:0.113, C#:0.063, D:0.048, D#:0.103, E:0.051, F:0.134, F#:0.065, G:0.044, G#:0.069, A:0.073, A#:0.160, B:0.075"
32613,"C:0.131, C#:0.069, D:0.060, D#:0.092, E:0.053, F:0.131, F#:0.067, G:0.115, G#:0.096, A:0.054, A#:0.079, B:0.055"
32696,"C:0.100, C#:0.141, D:0.117, D#:0.073, E:0.064, F:0.055, F#:0.061, G:0.080, G#:0.058, A:0.062, A#:0.077, B:0.111"
32697,"C:0.169, C#:0.095, D:0.109, D#:0.032, E:0.018, F:0.016, F#:0.200, G:0.036, G#:0.025, A:0.118, A#:0.068, B:0.114"
32698,"C:0.030, C#:0.057, D:0.180, D#:0.083, E:0.137, F:0.062, F#:0.026, G:0.081, G#:0.089, A:0.169, A#:0.050, B:0.036"
32699,"C:0.135, C#:0.064, D:0.120, D#:0.105, E:0.111, F:0.085, F#:0.047, G:0.085, G#:0.096, A:0.034, A#:0.042, B:0.075"
32700,"C:0.071, C#:0.023, D:0.025, D#:0.017, E:0.043, F:0.076, F#:0.050, G:0.096, G#:0.070, A:0.231, A#:0.073, B:0.224"
32701,"C:0.032, C#:0.019, D:0.047, D#:0.062, E:0.161, F:0.036, F#:0.050, G:0.047, G#:0.218, A:0.154, A#:0.033, B:0.139"
32702,"C:0.061, C#:0.043, D:0.061, D#:0.218, E:0.128, F:0.051, F#:0.098, G:0.100, G#:0.065, A:0.043, A#:0.039, B:0.091"
32703,"C:0.105, C#:0.049, D:0.088, D#:0.086, E:0.127, F:0.100, F#:0.070, G:0.090, G#:0.096, A:0.036, A#:0.028, B:0.125"
32704,"C:0.015, C#:0.024, D:0.024, D#:0.402, E:0.013, F:0.004, F#:0.020, G:0.097, G#:0.203, A:0.022, A#:0.105, B:0.071"
32705,"C:0.039, C#:0.034, D:0.143, D#:0.073, E:0.045, F:0.045, F#:0.061, G:0.324, G#:0.062, A:0.028, A#:0.042, B:0.103"
32706,"C:0.119, C#:0.138, D:0.110, D#:0.113, E:0.121, F:0.105, F#:0.034, G:0.041, G#:0.083, A:0.029, A#:0.042, B:0.065"
32749,"C:0.214, C#:0.107, D:0.087, D#:0.047, E:0.134, F:0.033, F#:0.020, G:0.054, G#:0.069, A:0.062, A#:0.041, B:0.132"
32751,"C:0.039, C#:0.112, D:0.050, D#:0.062, E:0.148, F:0.072, F#:0.099, G:0.042, G#:0.103, A:0.118, A#:0.051, B:0.106"
32756,"C:0.034, C#:0.030, D:0.083, D#:0.174, E:0.066, F:0.145, F#:0.082, G:0.241, G#:0.039, A:0.046, A#:0.041, B:0.019"
32759,"C:0.029, C#:0.047, D:0.127, D#:0.104, E:0.277, F:0.051, F#:0.030, G:0.026, G#:0.078, A:0.074, A#:0.034, B:0.123"
32771,"C:0.122, C#:0.051, D:0.060, D#:0.069, E:0.115, F:0.129, F#:0.066, G:0.134, G#:0.046, A:0.044, A#:0.097, B:0.066"
32773,"C:0.065, C#:0.033, D:0.094, D#:0.060, E:0.115, F:0.153, F#:0.090, G:0.110, G#:0.061, A:0.152, A#:0.031, B:0.037"
32802,"C:0.100, C#:0.185, D:0.127, D#:0.053, E:0.074, F:0.020, F#:0.072, G:0.017, G#:0.023, A:0.096, A#:0.073, B:0.159"
32803,"C:0.093, C#:0.101, D:0.142, D#:0.103, E:0.106, F:0.224, F#:0.060, G:0.023, G#:0.018, A:0.026, A#:0.059, B:0.046"
32805,"C:0.087, C#:0.086, D:0.074, D#:0.098, E:0.253, F:0.090, F#:0.056, G:0.024, G#:0.027, A:0.020, A#:0.058, B:0.127"
32806,"C:0.185, C#:0.096, D:0.050, D#:0.037, E:0.066, F:0.117, F#:0.069, G:0.081, G#:0.055, A:0.087, A#:0.062, B:0.094"
32831,"C:0.070, C#:0.033, D:0.062, D#:0.062, E:0.180, F:0.073, F#:0.052, G:0.080, G#:0.074, A:0.169, A#:0.059, B:0.085"
32844,"C:0.058, C#:0.067, D:0.089, D#:0.075, E:0.076, F:0.075, F#:0.096, G:0.117, G#:0.100, A:0.101, A#:0.074, B:0.072"
32869,"C:0.028, C#:0.015, D:0.047, D#:0.146, E:0.074, F:0.112, F#:0.036, G:0.063, G#:0.159, A:0.069, A#:0.204, B:0.046"
32898,"C:0.074, C#:0.051, D:0.062, D#:0.064, E:0.069, F:0.049, F#:0.050, G:0.044, G#:0.095, A:0.194, A#:0.133, B:0.115"
32899,"C:0.055, C#:0.064, D:0.124, D#:0.073, E:0.096, F:0.075, F#:0.063, G:0.097, G#:0.068, A:0.169, A#:0.061, B:0.056"
32900,"C:0.113, C#:0.071, D:0.111, D#:0.089, E:0.071, F:0.062, F#:0.067, G:0.113, G#:0.078, A:0.074, A#:0.078, B:0.072"
33124,"C:0.143, C#:0.031, D:0.175, D#:0.027, E:0.106, F:0.020, F#:0.099, G:0.132, G#:0.030, A:0.094, A#:0.026, B:0.117"
33152,"C:0.075, C#:0.045, D:0.059, D#:0.035, E:0.058, F:0.031, F#:0.105, G:0.076, G#:0.075, A:0.181, A#:0.111, B:0.149"
33171,"C:0.033, C#:0.037, D:0.094, D#:0.110, E:0.281, F:0.114, F#:0.053, G:0.078, G#:0.056, A:0.057, A#:0.033, B:0.054"
33184,"C:0.068, C#:0.076, D:0.044, D#:0.122, E:0.059, F:0.096, F#:0.069, G:0.077, G#:0.208, A:0.063, A#:0.080, B:0.038"
33199,"C:0.134, C#:0.083, D:0.148, D#:0.041, E:0.053, F:0.016, F#:0.027, G:0.163, G#:0.032, A:0.102, A#:0.051, B:0.151"
33200,"C:0.019, C#:0.046, D:0.074, D#:0.409, E:0.056, F:0.066, F#:0.095, G:0.037, G#:0.012, A:0.022, A#:0.140, B:0.025"
33234,"C:0.150, C#:0.015, D:0.129, D#:0.004, E:0.004, F:0.055, F#:0.156, G:0.189, G#:0.012, A:0.016, A#:0.254, B:0.016"
33235,"C:0.023, C#:0.177, D:0.232, D#:0.024, E:0.071, F:0.007, F#:0.068, G:0.023, G#:0.024, A:0.184, A#:0.016, B:0.150"
33263,"C:0.565, C#:0.032, D:0.044, D#:0.013, E:0.132, F:0.022, F#:0.013, G:0.108, G#:0.011, A:0.006, A#:0.012, B:0.040"
33264,"C:0.160, C#:0.095, D:0.178, D#:0.084, E:0.109, F:0.075, F#:0.029, G:0.112, G#:0.024, A:0.053, A#:0.022, B:0.059"
33276,"C:0.042, C#:0.039, D:0.217, D#:0.034, E:0.090, F:0.025, F#:0.079, G:0.220, G#:0.081, A:0.041, A#:0.026, B:0.106"
33277,"C:0.070, C#:0.073, D:0.100, D#:0.084, E:0.144, F:0.054, F#:0.032, G:0.046, G#:0.088, A:0.159, A#:0.061, B:0.089"
33279,"C:0.029, C#:0.088, D:0.195, D#:0.103, E:0.071, F:0.042, F#:0.066, G:0.052, G#:0.058, A:0.142, A#:0.103, B:0.052"
33289,"C:0.198, C#:0.106, D:0.030, D#:0.020, E:0.028, F:0.036, F#:0.055, G:0.147, G#:0.176, A:0.089, A#:0.056, B:0.060"
33300,"C:0.044, C#:0.015, D:0.017, D#:0.045, E:0.094, F:0.237, F#:0.118, G:0.086, G#:0.297, A:0.027, A#:0.014, B:0.008"
33301,"C:0.037, C#:0.172, D:0.241, D#:0.039, E:0.145, F:0.009, F#:0.004, G:0.006, G#:0.037, A:0.242, A#:0.027, B:0.041"
33303,"C:0.022, C#:0.006, D:0.034, D#:0.130, E:0.018, F:0.117, F#:0.031, G:0.116, G#:0.057, A:0.044, A#:0.398, B:0.027"
33305,"C:0.325, C#:0.064, D:0.218, D#:0.031, E:0.010, F:0.006, F#:0.006, G:0.036, G#:0.011, A:0.023, A#:0.046, B:0.224"
33306,"C:0.045, C#:0.015, D:0.009, D#:0.015, E:0.051, F:0.042, F#:0.298, G:0.055, G#:0.137, A:0.026, A#:0.039, B:0.269"
33307,"C:0.047, C#:0.036, D:0.145, D#:0.027, E:0.071, F:0.026, F#:0.158, G:0.178, G#:0.048, A:0.196, A#:0.029, B:0.039"
33308,"C:0.080, C#:0.018, D:0.026, D#:0.026, E:0.081, F:0.285, F#:0.066, G:0.286, G#:0.037, A:0.064, A#:0.011, B:0.020"
33309,"C:0.033, C#:0.275, D:0.019, D#:0.036, E:0.011, F:0.056, F#:0.116, G:0.044, G#:0.225, A:0.045, A#:0.084, B:0.055"
33310,"C:0.644, C#:0.046, D:0.088, D#:0.010, E:0.040, F:0.004, F#:0.005, G:0.035, G#:0.007, A:0.046, A#:0.011, B:0.064"
33312,"C:0.065, C#:0.114, D:0.095, D#:0.067, E:0.017, F:0.067, F#:0.055, G:0.109, G#:0.131, A:0.038, A#:0.211, B:0.031"
33325,"C:0.063, C#:0.137, D:0.079, D#:0.061, E:0.053, F:0.072, F#:0.057, G:0.058, G#:0.116, A:0.082, A#:0.152, B:0.071"
33449,"C:0.038, C#:0.058, D:0.101, D#:0.077, E:0.144, F:0.080, F#:0.047, G:0.061, G#:0.094, A:0.176, A#:0.076, B:0.048"
33454,"C:0.040, C#:0.055, D:0.261, D#:0.049, E:0.008, F:0.005, F#:0.042, G:0.156, G#:0.020, A:0.027, A#:0.044, B:0.293"
33525,"C:0.041, C#:0.024, D:0.033, D#:0.082, E:0.042, F:0.070, F#:0.052, G:0.074, G#:0.134, A:0.143, A#:0.229, B:0.075"
33591,"C:0.068, C#:0.014, D:0.049, D#:0.025, E:0.055, F:0.217, F#:0.168, G:0.161, G#:0.075, A:0.055, A#:0.084, B:0.029"
33603,"C:0.056, C#:0.207, D:0.044, D#:0.018, E:0.019, F:0.025, F#:0.088, G:0.121, G#:0.138, A:0.166, A#:0.069, B:0.048"
33615,"C:0.065, C#:0.080, D:0.035, D#:0.022, E:0.058, F:0.099, F#:0.104, G:0.086, G#:0.121, A:0.061, A#:0.093, B:0.174"
33629,"C:0.024, C#:0.044, D:0.078, D#:0.136, E:0.426, F:0.103, F#:0.071, G:0.044, G#:0.022, A:0.008, A#:0.010, B:0.033"
33850,"C:0.041, C#:0.030, D:0.052, D#:0.062, E:0.047, F:0.103, F#:0.088, G:0.167, G#:0.090, A:0.079, A#:0.171, B:0.070"
33985,"C:0.038, C#:0.067, D:0.126, D#:0.133, E:0.169, F:0.069, F#:0.053, G:0.033, G#:0.057, A:0.126, A#:0.052, B:0.078"
33994,"C:0.031, C#:0.031, D:0.028, D#:0.076, E:0.215, F:0.083, F#:0.085, G:0.044, G#:0.083, A:0.146, A#:0.069, B:0.110"
34082,"C:0.114, C#:0.024, D:0.068, D#:0.031, E:0.069, F:0.123, F#:0.064, G:0.125, G#:0.073, A:0.253, A#:0.032, B:0.024"
34083,"C:0.143, C#:0.064, D:0.051, D#:0.045, E:0.070, F:0.076, F#:0.065, G:0.146, G#:0.125, A:0.100, A#:0.048, B:0.066"
34085,"C:0.109, C#:0.040, D:0.104, D#:0.097, E:0.075, F:0.185, F#:0.065, G:0.131, G#:0.039, A:0.035, A#:0.070, B:0.050"
34119,"C:0.157, C#:0.110, D:0.104, D#:0.066, E:0.046, F:0.040, F#:0.048, G:0.078, G#:0.047, A:0.108, A#:0.077, B:0.118"
34334,"C:0.050, C#:0.042, D:0.057, D#:0.101, E:0.065, F:0.098, F#:0.130, G:0.076, G#:0.056, A:0.058, A#:0.155, B:0.113"
34442,"C:0.044, C#:0.032, D:0.044, D#:0.090, E:0.139, F:0.059, F#:0.054, G:0.040, G#:0.099, A:0.086, A#:0.136, B:0.176"
34449,"C:0.034, C#:0.039, D:0.096, D#:0.140, E:0.168, F:0.042, F#:0.070, G:0.065, G#:0.054, A:0.050, A#:0.098, B:0.145"
34456,"C:0.165, C#:0.162, D:0.087, D#:0.053, E:0.068, F:0.031, F#:0.032, G:0.028, G#:0.050, A:0.055, A#:0.098, B:0.170"
34500,"C:0.119, C#:0.108, D:0.038, D#:0.055, E:0.057, F:0.182, F#:0.181, G:0.052, G#:0.056, A:0.036, A#:0.063, B:0.053"
34501,"C:0.055, C#:0.121, D:0.265, D#:0.096, E:0.180, F:0.074, F#:0.011, G:0.008, G#:0.025, A:0.065, A#:0.026, B:0.075"
34503,"C:0.150, C#:0.074, D:0.072, D#:0.052, E:0.090, F:0.059, F#:0.044, G:0.195, G#:0.102, A:0.043, A#:0.034, B:0.084"
34976,"C:0.152, C#:0.149, D:0.081, D#:0.070, E:0.042, F:0.039, F#:0.042, G:0.062, G#:0.123, A:0.071, A#:0.071, B:0.099"
34978,"C:0.111, C#:0.124, D:0.250, D#:0.040, E:0.016, F:0.019, F#:0.027, G:0.030, G#:0.010, A:0.105, A#:0.200, B:0.069"
35084,"C:0.259, C#:0.170, D:0.059, D#:0.126, E:0.033, F:0.064, F#:0.024, G:0.020, G#:0.110, A:0.023, A#:0.066, B:0.046"
35086,"C:0.166, C#:0.068, D:0.046, D#:0.189, E:0.062, F:0.089, F#:0.030, G:0.065, G#:0.017, A:0.022, A#:0.165, B:0.079"
35219,"C:0.048, C#:0.036, D:0.099, D#:0.062, E:0.126, F:0.184, F#:0.075, G:0.081, G#:0.050, A:0.111, A#:0.098, B:0.031"
35342,"C:0.201, C#:0.011, D:0.004, D#:0.005, E:0.152, F:0.266, F#:0.027, G:0.019, G#:0.006, A:0.093, A#:0.195, B:0.020"
35525,"C:0.027, C#:0.072, D:0.136, D#:0.025, E:0.042, F:0.044, F#:0.205, G:0.081, G#:0.046, A:0.166, A#:0.045, B:0.110"
35532,"C:0.064, C#:0.147, D:0.178, D#:0.059, E:0.078, F:0.053, F#:0.030, G:0.044, G#:0.128, A:0.127, A#:0.052, B:0.039"
35534,"C:0.107, C#:0.066, D:0.127, D#:0.071, E:0.131, F:0.076, F#:0.041, G:0.083, G#:0.074, A:0.097, A#:0.046, B:0.081"
35537,"C:0.151, C#:0.046, D:0.025, D#:0.036, E:0.049, F:0.178, F#:0.099, G:0.109, G#:0.111, A:0.068, A#:0.069, B:0.059"
35543,"C:0.033, C#:0.043, D:0.110, D#:0.070, E:0.163, F:0.046, F#:0.063, G:0.113, G#:0.050, A:0.128, A#:0.063, B:0.116"
35544,"C:0.127, C#:0.034, D:0.154, D#:0.050, E:0.129, F:0.033, F#:0.045, G:0.156, G#:0.041, A:0.125, A#:0.027, B:0.080"
35547,"C:0.118, C#:0.069, D:0.071, D#:0.083, E:0.199, F:0.047, F#:0.053, G:0.111, G#:0.015, A:0.007, A#:0.029, B:0.199"
35548,"C:0.057, C#:0.072, D:0.073, D#:0.053, E:0.085, F:0.062, F#:0.119, G:0.172, G#:0.109, A:0.084, A#:0.036, B:0.079"
